dwaCode	title	fileName	action	object	iwaCode	iwaTitle	workActivityCode	workActivityName	taskMappings
4.A.3.a.2.I03.D10	Cut meat products.	CutMeatProducts	Cut	Meat Products	4.A.3.a.2.I03	Prepare foods or beverages	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I03.D11	Prepare foods or meals.	PrepareFoodsMeals	Prepare	Foods Meals	4.A.3.a.2.I03	Prepare foods or beverages	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I04.D01	Install parts, assemblies, or attachments in transportation or material handling equipment.	InstallPartsAssembliesAttachmentsTransportation	Install	Parts Assemblies Attachments Transportation	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I04.D02	Assemble equipment or components.	AssembleEquipmentComponents	Assemble	Equipment Components	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	15
4.A.3.a.2.I04.D03	Reassemble equipment after repair.	ReassembleEquipmentAfterRepair	Reassemble	Equipment After Repair	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	20
4.A.3.a.2.I04.D04	Assemble precision electronics or optical equipment.	AssemblePrecisionElectronicsOpticalEquipment	Assemble	Precision Electronics Optical Equipment	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I04.D05	Assemble machine tools, parts, or fixtures.	AssembleMachineToolsPartsFixtures	Assemble	Machine Tools Parts Fixtures	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I04.D06	Assemble electromechanical or hydraulic systems.	AssembleElectromechanicalHydraulicSystems	Assemble	Electromechanical Hydraulic Systems	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	10
4.A.3.a.2.I04.D07	Install vehicle parts or accessories.	InstallVehiclePartsAccessories	Install	Vehicle Parts Accessories	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	16
4.A.3.a.2.I04.D08	Install machine or equipment replacement parts.	InstallMachineEquipmentReplacementParts	Install	Machine Equipment Replacement Parts	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	11
4.A.3.a.2.I04.D09	Bolt objects into place.	BoltObjectsIntoPlace	Bolt	Objects Into Place	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I04.D10	Assemble products or production equipment.	AssembleProductsProductionEquipment	Assemble	Products Production Equipment	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	16
4.A.3.a.2.I04.D11	Assemble electrical or electronic equipment.	AssembleElectricalElectronicEquipment	Assemble	Electrical Electronic Equipment	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I04.D12	Assemble mechanical components or machine parts.	AssembleMechanicalComponentsMachineParts	Assemble	Mechanical Components Machine Parts	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	18
4.A.3.a.2.I04.D13	Install gauges or controls.	InstallGaugesControls	Install	Gauges Controls	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I04.D14	Assemble electrical components, subsystems, or systems.	AssembleElectricalComponentsSubsystemsSystems	Assemble	Electrical Components Subsystems Systems	4.A.3.a.2.I04	Assemble equipment or components	4.A.3.a.2	Handling and Moving Objects	10
4.A.3.a.2.I05.D01	Sew clothing or other articles.	SewClothingArticles	Sew	Clothing Articles	4.A.3.a.2.I05	Sew garments or materials	4.A.3.a.2	Handling and Moving Objects	20
4.A.3.a.2.I05.D02	Sew materials.	SewMaterials	Sew	Materials	4.A.3.a.2.I05	Sew garments or materials	4.A.3.a.2	Handling and Moving Objects	1
4.A.3.a.2.I05.D03	Repair textiles or apparel.	RepairTextilesApparel	Repair	Textiles Apparel	4.A.3.a.2.I05	Sew garments or materials	4.A.3.a.2	Handling and Moving Objects	11
4.A.3.a.2.I05.D04	Operate sewing equipment.	OperateSewingEquipment	Operate	Sewing Equipment	4.A.3.a.2.I05	Sew garments or materials	4.A.3.a.2	Handling and Moving Objects	16
4.A.3.a.2.I06.D01	Feed materials or products into or through equipment.	FeedMaterialsProductsIntoThrough	Feed	Materials Products Into Through	4.A.3.a.2.I06	Position workpieces or materials on equipment	4.A.3.a.2	Handling and Moving Objects	21
4.A.3.a.2.I06.D02	Mount attachments or tools onto production equipment.	MountAttachmentsToolsOntoProduction	Mount	Attachments Tools Onto Production	4.A.3.a.2.I06	Position workpieces or materials on equipment	4.A.3.a.2	Handling and Moving Objects	52
4.A.3.a.2.I06.D03	Mount materials or workpieces onto production equipment.	MountMaterialsWorkpiecesOntoProduction	Mount	Materials Workpieces Onto Production	4.A.3.a.2.I06	Position workpieces or materials on equipment	4.A.3.a.2	Handling and Moving Objects	40
4.A.3.a.2.I06.D04	Maneuver workpieces in equipment during production.	ManeuverWorkpiecesEquipmentDuringProduction	Maneuver	Workpieces Equipment During Production	4.A.3.a.2.I06	Position workpieces or materials on equipment	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I06.D05	Adjust fabrics or other materials during garment production.	AdjustFabricsMaterialsDuringGarment	Adjust	Fabrics Materials During Garment	4.A.3.a.2.I06	Position workpieces or materials on equipment	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I06.D06	Position raw materials on processing or production equipment.	PositionRawMaterialsProcessingProduction	Position	Raw Materials Processing Production	4.A.3.a.2.I06	Position workpieces or materials on equipment	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I07.D01	Reshape metal workpieces to established specifications.	ReshapeMetalWorkpiecesEstablishedSpecifications	Reshape	Metal Workpieces Established Specifications	4.A.3.a.2.I07	Shape materials to create products	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I07.D02	Shape clay or dough to create products.	ShapeClayDoughCreateProducts	Shape	Clay Dough Create Products	4.A.3.a.2.I07	Shape materials to create products	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I07.D03	Shape glass or similar materials.	ShapeGlassSimilarMaterials	Shape	Glass Similar Materials	4.A.3.a.2.I07	Shape materials to create products	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I07.D04	Reshape small metal components for precision assembly.	ReshapeSmallMetalComponentsPrecision	Reshape	Small Metal Components Precision	4.A.3.a.2.I07	Shape materials to create products	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I07.D05	Shape metal workpieces with hammers or other small hand tools.	ShapeMetalWorkpiecesHammersSmall	Shape	Metal Workpieces Hammers Small	4.A.3.a.2.I07	Shape materials to create products	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I07.D06	Shape surfaces or edges of wood workpieces.	ShapeSurfacesEdgesWoodWorkpieces	Shape	Surfaces Edges Wood Workpieces	4.A.3.a.2.I07	Shape materials to create products	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I08.D01	Arrange artwork, products, or props.	ArrangeArtworkProductsProps	Arrange	Artwork Products Props	4.A.3.a.2.I08	Arrange displays or decorations	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I08.D02	Set up merchandise displays.	SetUpMerchandiseDisplays	Set	Up Merchandise Displays	4.A.3.a.2.I08	Arrange displays or decorations	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I08.D03	Prepare materials for preservation, storage, or display.	PrepareMaterialsPreservationStorageDisplay	Prepare	Materials Preservation Storage Display	4.A.3.a.2.I08	Arrange displays or decorations	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I08.D04	Decorate indoor or outdoor spaces.	DecorateIndoorOutdoorSpaces	Decorate	Indoor Outdoor Spaces	4.A.3.a.2.I08	Arrange displays or decorations	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I08.D05	Arrange items for use or display.	ArrangeItemsUseDisplay	Arrange	Items Use Display	4.A.3.a.2.I08	Arrange displays or decorations	4.A.3.a.2	Handling and Moving Objects	10
4.A.3.a.2.I09.D01	Adjust tuning or functioning of musical instruments.	AdjustTuningFunctioningMusicalInstruments	Adjust	Tuning Functioning Musical Instruments	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I09.D02	Adjust equipment controls to regulate gas flow.	AdjustEquipmentControlsRegulateGas	Adjust	Equipment Controls Regulate Gas	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I09.D03	Adjust equipment controls to regulate flow of production materials or products.	AdjustEquipmentControlsRegulateFlow	Adjust	Equipment Controls Regulate Flow	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	26
4.A.3.a.2.I09.D04	Calibrate scientific or technical equipment.	CalibrateScientificTechnicalEquipment	Calibrate	Scientific Technical Equipment	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	24
4.A.3.a.2.I09.D05	Adjust equipment to ensure optimal performance.	AdjustEquipmentEnsureOptimalPerformance	Adjust	Equipment Ensure Optimal Performance	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	55
4.A.3.a.2.I09.D06	Calibrate equipment to specifications.	CalibrateEquipmentSpecifications	Calibrate	Equipment Specifications	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	12
4.A.3.a.2.I09.D07	Adjust temperature controls of ovens or other heating equipment.	AdjustTemperatureControlsOvensHeating	Adjust	Temperature Controls Ovens Heating	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	31
4.A.3.a.2.I09.D08	Set equipment controls to meet cutting specifications.	SetEquipmentControlsMeetCutting	Set	Equipment Controls Meet Cutting	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	30
4.A.3.a.2.I09.D09	Adjust settings or positions of medical equipment.	AdjustSettingsPositionsMedicalEquipment	Adjust	Settings Positions Medical Equipment	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	15
4.A.3.a.2.I09.D10	Adjust office equipment to ensure proper operation.	AdjustOfficeEquipmentEnsureProper	Adjust	Office Equipment Ensure Proper	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I09.D11	Adjust the tension of nuts or bolts.	AdjustTensionNutsBolts	Adjust	Tension Nuts Bolts	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I09.D12	Adjust equipment controls to regulate coolant flow.	AdjustEquipmentControlsRegulateCoolant	Adjust	Equipment Controls Regulate Coolant	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I09.D13	Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.	AdjustEquipmentControlsRegulateFlow	Adjust	Equipment Controls Regulate Flow	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I09.D14	Adjust flow of electricity to tools or production equipment.	AdjustFlowElectricityToolsProduction	Adjust	Flow Electricity Tools Production	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I09.D15	Adjust vehicle components according to specifications.	AdjustVehicleComponentsAccordingSpecifications	Adjust	Vehicle Components According Specifications	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	17
4.A.3.a.2.I09.D16	Control power supply connections.	ControlPowerSupplyConnections	Control	Power Supply Connections	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I09.D17	Adjust building climate control systems.	AdjustBuildingClimateControlSystems	Adjust	Building Climate Control Systems	4.A.3.a.2.I09	Adjust equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	3
4.A.3.a.2.I10.D01	Train animals.	TrainAnimals	Train	Animals	4.A.3.a.2.I10	Train animals	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I11.D01	Prepare medical supplies or equipment for use.	PrepareMedicalSuppliesEquipmentUse	Prepare	Medical Supplies Equipment Use	4.A.3.a.2.I11	Prepare medical equipment or work areas for use	4.A.3.a.2	Handling and Moving Objects	22
4.A.3.a.2.I11.D02	Prepare medical instruments or equipment for use.	PrepareMedicalInstrumentsEquipmentUse	Prepare	Medical Instruments Equipment Use	4.A.3.a.2.I11	Prepare medical equipment or work areas for use	4.A.3.a.2	Handling and Moving Objects	11
4.A.3.a.2.I11.D03	Prepare patient treatment areas for use.	PreparePatientTreatmentAreasUse	Prepare	Patient Treatment Areas Use	4.A.3.a.2.I11	Prepare medical equipment or work areas for use	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I12.D01	Cut openings in existing structures.	CutOpeningsExistingStructures	Cut	Openings Existing Structures	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	3
4.A.3.a.2.I12.D02	Trim excess material from workpieces.	TrimExcessMaterialWorkpieces	Trim	Excess Material Workpieces	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	30
4.A.3.a.2.I12.D03	Cut materials according to specifications or needs.	CutMaterialsAccordingSpecificationsNeeds	Cut	Materials According Specifications Needs	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	21
4.A.3.a.2.I12.D04	Cut industrial materials in preparation for fabrication or processing.	CutIndustrialMaterialsPreparationFabrication	Cut	Industrial Materials Preparation Fabrication	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	31
4.A.3.a.2.I12.D05	Cut tile, stone, or other masonry materials.	CutTileStoneMasonryMaterials	Cut	Tile Stone Masonry Materials	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I12.D06	Cut metal components for installation.	CutMetalComponentsInstallation	Cut	Metal Components Installation	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	17
4.A.3.a.2.I12.D07	Cut wood components for installation.	CutWoodComponentsInstallation	Cut	Wood Components Installation	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I12.D08	Cut fabrics.	CutFabrics	Cut	Fabrics	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	10
4.A.3.a.2.I12.D09	Trim excess material from installations.	TrimExcessMaterialInstallations	Trim	Excess Material Installations	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I12.D10	Cut glass.	CutGlass	Cut	Glass	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I12.D11	Cut carpet, vinyl or other flexible materials.	CutCarpetVinylFlexibleMaterials	Cut	Carpet Vinyl Flexible Materials	4.A.3.a.2.I12	Cut materials	4.A.3.a.2	Handling and Moving Objects	17
4.A.3.a.2.I13.D01	Prepare explosives for detonation.	PrepareExplosivesDetonation	Prepare	Explosives Detonation	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I13.D02	Immerse objects or workpieces in cleaning or coating solutions.	ImmerseObjectsWorkpiecesCleaningCoating	Immerse	Objects Workpieces Cleaning Coating	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	12
4.A.3.a.2.I13.D03	Prepare excavation or extraction sites for commissioning or decommissioning.	PrepareExcavationExtractionSitesCommissioning	Prepare	Excavation Extraction Sites Commissioning	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I13.D04	Prepare hazardous waste for processing or disposal.	PrepareHazardousWasteProcessingDisposal	Prepare	Hazardous Waste Processing Disposal	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I13.D05	Heat material or workpieces to prepare for or complete production.	HeatMaterialWorkpiecesPrepareComplete	Heat	Material Workpieces Prepare Complete	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	12
4.A.3.a.2.I13.D06	Melt metal, plastic, or other materials to prepare for production.	MeltMetalPlasticMaterialsPrepare	Melt	Metal Plastic Materials Prepare	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I13.D07	Prepare fabrics or materials for processing or production.	PrepareFabricsMaterialsProcessingProduction	Prepare	Fabrics Materials Processing Production	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I13.D08	Prepare biological feedstock for physical, chemical, or biological processing.	PrepareBiologicalFeedstockPhysicalChemical	Prepare	Biological Feedstock Physical Chemical	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	3
4.A.3.a.2.I13.D09	Prepare materials for processing.	PrepareMaterialsProcessing	Prepare	Materials Processing	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I13.D10	Skim impurities from molten metal.	SkimImpuritiesMoltenMetal	Skim	Impurities Molten Metal	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I13.D11	Ignite fuel to activate heating equipment.	IgniteFuelActivateHeatingEquipment	Ignite	Fuel Activate Heating Equipment	4.A.3.a.2.I13	Prepare industrial materials for processing or use	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I14.D01	Cut trees or logs.	CutTreesLogs	Cut	Trees Logs	4.A.3.a.2.I14	Cut trees or other vegetation	4.A.3.a.2	Handling and Moving Objects	10
4.A.3.a.2.I14.D02	Trim trees or other vegetation.	TrimTreesVegetation	Trim	Trees Vegetation	4.A.3.a.2.I14	Cut trees or other vegetation	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I15.D01	Grind parts to required dimensions.	GrindPartsRequiredDimensions	Grind	Parts Required Dimensions	4.A.3.a.2.I15	Smooth surfaces of objects or equipment	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I15.D02	Remove dents from equipment, materials, tools or structures.	RemoveDentsEquipmentMaterialsTools	Remove	Dents Equipment Materials Tools	4.A.3.a.2.I15	Smooth surfaces of objects or equipment	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I15.D03	Smooth surfaces of objects or equipment.	SmoothSurfacesObjectsEquipment	Smooth	Surfaces Objects Equipment	4.A.3.a.2.I15	Smooth surfaces of objects or equipment	4.A.3.a.2	Handling and Moving Objects	11
4.A.3.a.2.I15.D04	Polish materials, workpieces, or finished products.	PolishMaterialsWorkpiecesFinishedProducts	Polish	Materials Workpieces Finished Products	4.A.3.a.2.I15	Smooth surfaces of objects or equipment	4.A.3.a.2	Handling and Moving Objects	16
4.A.3.a.2.I15.D05	Smooth metal surfaces or edges.	SmoothMetalSurfacesEdges	Smooth	Metal Surfaces Edges	4.A.3.a.2.I15	Smooth surfaces of objects or equipment	4.A.3.a.2	Handling and Moving Objects	18
4.A.3.a.2.I15.D06	Smooth surfaces with abrasive materials or tools.	SmoothSurfacesAbrasiveMaterialsTools	Smooth	Surfaces Abrasive Materials Tools	4.A.3.a.2.I15	Smooth surfaces of objects or equipment	4.A.3.a.2	Handling and Moving Objects	24
4.A.3.a.2.I16.D01	Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment.	InstallEnergy-efficientHeatingVentilationAir	Install	Energy-efficient Heating Ventilation Air	4.A.3.a.2.I16	Install energy or heating equipment	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I16.D02	Install solar energy systems.	InstallSolarEnergySystems	Install	Solar Energy Systems	4.A.3.a.2.I16	Install energy or heating equipment	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I16.D03	Install heating, ventilation, or air conditioning (HVAC) equipment.	InstallHeatingVentilationAirConditioning	Install	Heating Ventilation Air Conditioning	4.A.3.a.2.I16	Install energy or heating equipment	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I17.D01	Cast molds of patient anatomies to create medical or dental devices.	CastMoldsPatientAnatomiesCreate	Cast	Molds Patient Anatomies Create	4.A.3.a.2.I17	Fabricate medical devices	4.A.3.a.2	Handling and Moving Objects	3
4.A.3.a.2.I17.D02	Make patient-assistive devices or device models.	MakePatient-assistiveDevicesDeviceModels	Make	Patient-assistive Devices Device Models	4.A.3.a.2.I17	Fabricate medical devices	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I17.D03	Fabricate medical devices.	FabricateMedicalDevices	Fabricate	Medical Devices	4.A.3.a.2.I17	Fabricate medical devices	4.A.3.a.2	Handling and Moving Objects	18
4.A.3.a.2.I17.D04	Construct customized assistive medical or dental devices.	ConstructCustomizedAssistiveMedicalDental	Construct	Customized Assistive Medical Dental	4.A.3.a.2.I17	Fabricate medical devices	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I18.D01	Direct vehicle traffic.	DirectVehicleTraffic	Direct	Vehicle Traffic	4.A.3.a.2.I18	Direct vehicle traffic	4.A.3.a.2	Handling and Moving Objects	15
4.A.3.a.2.I19.D01	Remove parts or components from vehicles.	RemovePartsComponentsVehicles	Remove	Parts Components Vehicles	4.A.3.a.2.I19	Disassemble equipment	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I19.D02	Disassemble equipment for maintenance or repair.	DisassembleEquipmentMaintenanceRepair	Disassemble	Equipment Maintenance Repair	4.A.3.a.2.I19	Disassemble equipment	4.A.3.a.2	Handling and Moving Objects	38
4.A.3.a.2.I19.D03	Disassemble equipment to inspect for deficiencies.	DisassembleEquipmentInspectDeficiencies	Disassemble	Equipment Inspect Deficiencies	4.A.3.a.2.I19	Disassemble equipment	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I19.D04	Remove accessories, tools, or other parts from equipment.	RemoveAccessoriesToolsPartsEquipment	Remove	Accessories Tools Parts Equipment	4.A.3.a.2.I19	Disassemble equipment	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I19.D05	Dismantle equipment or temporary structures.	DismantleEquipmentTemporaryStructures	Dismantle	Equipment Temporary Structures	4.A.3.a.2.I19	Disassemble equipment	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I19.D06	Remove parts or components from equipment.	RemovePartsComponentsEquipment	Remove	Parts Components Equipment	4.A.3.a.2.I19	Disassemble equipment	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I19.D07	Dismantle heavy equipment or machinery.	DismantleHeavyEquipmentMachinery	Dismantle	Heavy Equipment Machinery	4.A.3.a.2.I19	Disassemble equipment	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I19.D08	Disable door locks.	DisableDoorLocks	Disable	Door Locks	4.A.3.a.2.I19	Disassemble equipment	4.A.3.a.2	Handling and Moving Objects	2
4.A.3.a.2.I20.D01	Install electrical components, equipment, or systems.	InstallElectricalComponentsEquipmentSystems	Install	Electrical Components Equipment Systems	4.A.3.a.2.I20	Install commercial or production equipment	4.A.3.a.2	Handling and Moving Objects	34
4.A.3.a.2.I20.D02	Install drilling equipment.	InstallDrillingEquipment	Install	Drilling Equipment	4.A.3.a.2.I20	Install commercial or production equipment	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I20.D03	Install audio or communications equipment.	InstallAudioCommunicationsEquipment	Install	Audio Communications Equipment	4.A.3.a.2.I20	Install commercial or production equipment	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I20.D04	Install production equipment or systems.	InstallProductionEquipmentSystems	Install	Production Equipment Systems	4.A.3.a.2.I20	Install commercial or production equipment	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I20.D05	Install instrumentation or electronic equipment or systems.	InstallInstrumentationElectronicEquipmentSystems	Install	Instrumentation Electronic Equipment Systems	4.A.3.a.2.I20	Install commercial or production equipment	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I20.D06	Install metering equipment.	InstallMeteringEquipment	Install	Metering Equipment	4.A.3.a.2.I20	Install commercial or production equipment	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I20.D07	Install home appliances.	InstallHomeAppliances	Install	Home Appliances	4.A.3.a.2.I20	Install commercial or production equipment	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I21.D01	Treat nails by shaping, decorating, or augmenting.	TreatNailsShapingDecoratingAugmenting	Treat	Nails Shaping Decorating Augmenting	4.A.3.a.2.I21	Apply hygienic or cosmetic agents to skin or hair	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I21.D02	Apply cleansing or conditioning agents to client hair, scalp, or skin.	ApplyCleansingConditioningAgentsClient	Apply	Cleansing Conditioning Agents Client	4.A.3.a.2.I21	Apply hygienic or cosmetic agents to skin or hair	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I21.D03	Apply solutions to hair for therapeutic or cosmetic purposes.	ApplySolutionsHairTherapeuticCosmetic	Apply	Solutions Hair Therapeutic Cosmetic	4.A.3.a.2.I21	Apply hygienic or cosmetic agents to skin or hair	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I21.D04	Apply makeup to alter or enhance appearance.	ApplyMakeupAlterEnhanceAppearance	Apply	Makeup Alter Enhance Appearance	4.A.3.a.2.I21	Apply hygienic or cosmetic agents to skin or hair	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I22.D01	Adjust position of molds during processing.	AdjustPositionMoldsDuringProcessing	Adjust	Position Molds During Processing	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	2
4.A.3.a.2.I22.D02	Position safety or support equipment.	PositionSafetySupportEquipment	Position	Safety Support Equipment	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I22.D03	Position animal trapping or capture equipment.	PositionAnimalTrappingCaptureEquipment	Position	Animal Trapping Capture Equipment	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	2
4.A.3.a.2.I22.D04	Position construction forms or molds.	PositionConstructionFormsMolds	Position	Construction Forms Molds	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I22.D05	Position construction or extraction equipment.	PositionConstructionExtractionEquipment	Position	Construction Extraction Equipment	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	12
4.A.3.a.2.I22.D06	Position equipment using hand tools, power tools, or heavy equipment.	PositionEquipmentUsingHandTools	Position	Equipment Using Hand Tools	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I22.D07	Position patterns on equipment, materials, or workpieces.	PositionPatternsEquipmentMaterialsWorkpieces	Position	Patterns Equipment Materials Workpieces	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	7
